,season_sin,season_cos,yr_sin,yr_cos,mnth_sin,mnth_cos,hr_sin,hr_cos,weekday_sin,weekday_cos
64,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.8878852184023751,0.46006503773115237,0.8660254037844386,0.5000000000000001
65,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.7308359642781246,0.6825531432186536,0.8660254037844386,0.5000000000000001
66,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.5195839500354343,0.8544194045464881,0.8660254037844386,0.5000000000000001
67,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.2697967711570244,0.9629172873477992,0.8660254037844386,0.5000000000000001
68,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001
69,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.8660254037844387,-0.4999999999999998
70,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.2697967711570243,0.9629172873477992,0.8660254037844387,-0.4999999999999998
71,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998
72,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8878852184023752,0.4600650377311522,0.8660254037844387,-0.4999999999999998
73,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9790840876823228,0.20345601305263397,0.8660254037844387,-0.4999999999999998
74,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9976687691905392,-0.06824241336467088,0.8660254037844387,-0.4999999999999998
75,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9422609221188205,-0.33487961217098616,0.8660254037844387,-0.4999999999999998
76,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8169698930104421,-0.5766803221148671,0.8660254037844387,-0.4999999999999998
77,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.6310879443260526,-0.7757112907044199,0.8660254037844387,-0.4999999999999998
78,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3984010898462418,-0.9172113015054528,0.8660254037844387,-0.4999999999999998
79,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.13616664909624665,-0.9906859460363308,0.8660254037844387,-0.4999999999999998
80,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.1361666490962464,-0.9906859460363308,0.8660254037844387,-0.4999999999999998
81,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.3984010898462412,-0.9172113015054532,0.8660254037844387,-0.4999999999999998
82,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.6310879443260528,-0.7757112907044198,0.8660254037844387,-0.4999999999999998
83,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.816969893010442,-0.5766803221148672,0.8660254037844387,-0.4999999999999998
84,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9422609221188204,-0.3348796121709864,0.8660254037844387,-0.4999999999999998
85,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9976687691905392,-0.06824241336467135,0.8660254037844387,-0.4999999999999998
86,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9790840876823228,0.20345601305263417,0.8660254037844387,-0.4999999999999998
87,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.8878852184023751,0.46006503773115237,0.8660254037844387,-0.4999999999999998
88,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.7308359642781246,0.6825531432186536,0.8660254037844387,-0.4999999999999998
89,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.5195839500354343,0.8544194045464881,0.8660254037844387,-0.4999999999999998
90,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.2697967711570244,0.9629172873477992,0.8660254037844387,-0.4999999999999998
91,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
92,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,1.2246467991473532e-16,-1.0
93,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.2697967711570243,0.9629172873477992,1.2246467991473532e-16,-1.0
94,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.5195839500354336,0.8544194045464886,1.2246467991473532e-16,-1.0
95,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8878852184023752,0.4600650377311522,1.2246467991473532e-16,-1.0
96,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9790840876823228,0.20345601305263397,1.2246467991473532e-16,-1.0
97,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9976687691905392,-0.06824241336467088,1.2246467991473532e-16,-1.0
98,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9422609221188205,-0.33487961217098616,1.2246467991473532e-16,-1.0
99,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8169698930104421,-0.5766803221148671,1.2246467991473532e-16,-1.0
100,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.6310879443260526,-0.7757112907044199,1.2246467991473532e-16,-1.0
101,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3984010898462418,-0.9172113015054528,1.2246467991473532e-16,-1.0
102,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.13616664909624665,-0.9906859460363308,1.2246467991473532e-16,-1.0
103,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.1361666490962464,-0.9906859460363308,1.2246467991473532e-16,-1.0
104,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.3984010898462412,-0.9172113015054532,1.2246467991473532e-16,-1.0
105,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.6310879443260528,-0.7757112907044198,1.2246467991473532e-16,-1.0
106,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.816969893010442,-0.5766803221148672,1.2246467991473532e-16,-1.0
107,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9422609221188204,-0.3348796121709864,1.2246467991473532e-16,-1.0
108,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9976687691905392,-0.06824241336467135,1.2246467991473532e-16,-1.0
109,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9790840876823228,0.20345601305263417,1.2246467991473532e-16,-1.0
110,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.8878852184023751,0.46006503773115237,1.2246467991473532e-16,-1.0
111,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.7308359642781246,0.6825531432186536,1.2246467991473532e-16,-1.0
112,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.5195839500354343,0.8544194045464881,1.2246467991473532e-16,-1.0
113,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.2697967711570244,0.9629172873477992,1.2246467991473532e-16,-1.0
114,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0
115,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.8660254037844384,-0.5000000000000004
116,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.2697967711570243,0.9629172873477992,-0.8660254037844384,-0.5000000000000004
117,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.5195839500354336,0.8544194045464886,-0.8660254037844384,-0.5000000000000004
118,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8878852184023752,0.4600650377311522,-0.8660254037844384,-0.5000000000000004
119,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9790840876823228,0.20345601305263397,-0.8660254037844384,-0.5000000000000004
120,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9976687691905392,-0.06824241336467088,-0.8660254037844384,-0.5000000000000004
121,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9422609221188205,-0.33487961217098616,-0.8660254037844384,-0.5000000000000004
122,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8169698930104421,-0.5766803221148671,-0.8660254037844384,-0.5000000000000004
123,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.6310879443260526,-0.7757112907044199,-0.8660254037844384,-0.5000000000000004
124,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3984010898462418,-0.9172113015054528,-0.8660254037844384,-0.5000000000000004
125,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.13616664909624665,-0.9906859460363308,-0.8660254037844384,-0.5000000000000004
126,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.1361666490962464,-0.9906859460363308,-0.8660254037844384,-0.5000000000000004
127,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.3984010898462412,-0.9172113015054532,-0.8660254037844384,-0.5000000000000004
128,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.6310879443260528,-0.7757112907044198,-0.8660254037844384,-0.5000000000000004
129,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.816969893010442,-0.5766803221148672,-0.8660254037844384,-0.5000000000000004
130,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9422609221188204,-0.3348796121709864,-0.8660254037844384,-0.5000000000000004
131,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9976687691905392,-0.06824241336467135,-0.8660254037844384,-0.5000000000000004
132,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9790840876823228,0.20345601305263417,-0.8660254037844384,-0.5000000000000004
133,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.8878852184023751,0.46006503773115237,-0.8660254037844384,-0.5000000000000004
134,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.7308359642781246,0.6825531432186536,-0.8660254037844384,-0.5000000000000004
135,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.5195839500354343,0.8544194045464881,-0.8660254037844384,-0.5000000000000004
136,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.2697967711570244,0.9629172873477992,-0.8660254037844384,-0.5000000000000004
137,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.8660254037844384,-0.5000000000000004
138,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.8660254037844386,0.5000000000000001
139,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.2697967711570243,0.9629172873477992,-0.8660254037844386,0.5000000000000001
140,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.5195839500354336,0.8544194045464886,-0.8660254037844386,0.5000000000000001
141,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8878852184023752,0.4600650377311522,-0.8660254037844386,0.5000000000000001
142,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9790840876823228,0.20345601305263397,-0.8660254037844386,0.5000000000000001
143,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9976687691905392,-0.06824241336467088,-0.8660254037844386,0.5000000000000001
144,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9422609221188205,-0.33487961217098616,-0.8660254037844386,0.5000000000000001
145,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8169698930104421,-0.5766803221148671,-0.8660254037844386,0.5000000000000001
146,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.6310879443260526,-0.7757112907044199,-0.8660254037844386,0.5000000000000001
147,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3984010898462418,-0.9172113015054528,-0.8660254037844386,0.5000000000000001
148,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.13616664909624665,-0.9906859460363308,-0.8660254037844386,0.5000000000000001
149,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.1361666490962464,-0.9906859460363308,-0.8660254037844386,0.5000000000000001
150,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.3984010898462412,-0.9172113015054532,-0.8660254037844386,0.5000000000000001
151,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.6310879443260528,-0.7757112907044198,-0.8660254037844386,0.5000000000000001
152,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001
153,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9422609221188204,-0.3348796121709864,-0.8660254037844386,0.5000000000000001
154,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9976687691905392,-0.06824241336467135,-0.8660254037844386,0.5000000000000001
155,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9790840876823228,0.20345601305263417,-0.8660254037844386,0.5000000000000001
156,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.8878852184023751,0.46006503773115237,-0.8660254037844386,0.5000000000000001
157,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.7308359642781246,0.6825531432186536,-0.8660254037844386,0.5000000000000001
158,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.5195839500354343,0.8544194045464881,-0.8660254037844386,0.5000000000000001
159,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.2697967711570244,0.9629172873477992,-0.8660254037844386,0.5000000000000001
160,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001
161,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,-2.4492935982947064e-16,1.0
162,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.2697967711570243,0.9629172873477992,-2.4492935982947064e-16,1.0
163,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.5195839500354336,0.8544194045464886,-2.4492935982947064e-16,1.0
164,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.730835964278124,0.6825531432186541,-2.4492935982947064e-16,1.0
165,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8878852184023752,0.4600650377311522,-2.4492935982947064e-16,1.0
166,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9790840876823228,0.20345601305263397,-2.4492935982947064e-16,1.0
167,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9976687691905392,-0.06824241336467088,-2.4492935982947064e-16,1.0
168,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9422609221188205,-0.33487961217098616,-2.4492935982947064e-16,1.0
169,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.8169698930104421,-0.5766803221148671,-2.4492935982947064e-16,1.0
170,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.6310879443260526,-0.7757112907044199,-2.4492935982947064e-16,1.0
171,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3984010898462418,-0.9172113015054528,-2.4492935982947064e-16,1.0
172,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0.13616664909624665,-0.9906859460363308,-2.4492935982947064e-16,1.0
173,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.1361666490962464,-0.9906859460363308,-2.4492935982947064e-16,1.0
174,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.3984010898462412,-0.9172113015054532,-2.4492935982947064e-16,1.0
175,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.6310879443260528,-0.7757112907044198,-2.4492935982947064e-16,1.0
176,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.816969893010442,-0.5766803221148672,-2.4492935982947064e-16,1.0
